child_id,age_scaled,mean_daily_use_minutes,mean_daily_session_count,median_session_duration,mean_daily_app_openings,post_bedtime_use_ratio,school_use_ratio,games_share,social_share,entertainment_share,education_share,synthetic_pmu_severity
62,-1.5,219.84360269930022,23.0,5.256008983047874,51.714285714285715,0.14733615889468318,0.06276350443641984,0.0029094008877152467,0.5349691501886962,0.1322157450910303,0.032358764587814434,4.588054207858315
63,-0.5,252.87901276020395,24.428571428571427,6.006435748056884,64.71428571428571,0.17166608968464206,0.05634212684381515,0.35211207021889734,0.07909691060125963,0.04541299220818065,0.015455508268512285,1.82747600968379
64,1.5,172.21807874981909,34.857142857142854,3.5131116910055447,65.0,0.07867077383787237,0.05068151351649023,0.24711360327726997,0.19038865540709876,0.3042337549169343,0.18634555785813303,1.8121861308968723
65,0.5,146.07204474701075,13.714285714285714,6.9679330148348715,34.0,0.15706931071037436,0.026637671578326277,0.05608875679955617,0.04192344414824252,0.5334169262553042,0.25905996668885006,3.3887763303281497
66,-1.5,222.15722082130975,31.428571428571427,4.298669314996154,74.57142857142857,0.22650158719676172,0.07381663632157606,0.1876274230722066,0.023200450739351473,0.03344038960008691,0.4430316332984948,4.6571958804655615
67,0.5,187.63830968053838,30.0,3.813548736535907,59.42857142857143,0.10442399055011538,0.040556470205675134,0.25058899668859813,0.3741406599165701,0.14504914930981663,0.13257634305766586,3.298071293043925
68,-1.5,172.82573533441044,18.571428571428573,5.702608120675891,41.57142857142857,0.1645913584517014,0.09825014680476293,0.047873606211869375,0.07721948094451855,0.06454537838357213,0.5297599052488267,3.4824539011758278
69,1.5,200.64323772977477,28.857142857142858,3.755254104159195,69.14285714285714,0.09450771416825429,0.04162517500102414,0.14811037343625633,0.09623174567218676,0.25306201902953207,0.04153186563112621,4.146685284663586
70,-1.5,96.59160752706241,21.714285714285715,2.6060827586163704,41.57142857142857,0.09604659302164333,0.07594325603988647,0.2127028463299871,0.054408493161116706,0.2695986979700678,0.03649449233453554,2.280573926041435
71,1.5,205.2113667882074,32.285714285714285,3.1675550665237866,92.71428571428571,0.08519495713392053,0.04948023227177222,0.06036836824987356,0.27585639363192643,0.3047476564295132,0.08909088158765713,2.2606249730129857
72,0.0,217.9763472448622,41.0,3.65166121562148,92.0,0.12439140747925467,0.03367140827425947,0.04371150633380215,0.3049425974363318,0.07772436083018931,0.05096823870246933,4.3276763896389525
73,0.0,111.12576955060028,26.0,3.0068077283411445,47.857142857142854,0.11097623700594694,0.04427780901150538,0.21705874524288313,0.13532413659626907,0.19907269523687707,0.18228250397958567,1.5649453825377613
74,1.0,224.4145101395703,15.571428571428571,8.264531293658989,34.857142857142854,0.08475774622869091,0.12770183395535237,0.09361300216903848,0.30427141714331923,0.3447919291347239,0.22596922123413257,3.1654812266926347
75,-0.5,172.88498579119656,19.857142857142858,5.060866164017726,45.285714285714285,0.17666568242739164,0.03867671068653828,0.040372703374590535,0.33941690934994284,0.022673315358097395,0.31408101821000833,1.4026732337660734
76,-1.5,193.48211970299616,30.714285714285715,4.06537187175013,65.42857142857143,0.1476835673241431,0.09865410339587051,0.0859297386881834,0.47468687116869085,0.03277285232689785,0.025092133731633624,3.273531007818322
77,0.5,158.08485346953717,17.571428571428573,5.731694971938318,43.142857142857146,0.12037675445410628,0.032918378169318474,0.12859850033981907,0.2865745721237653,0.048446953471201454,0.17483269273013238,3.850412973232533
78,1.0,112.06616240373747,13.571428571428571,5.898481477721292,22.714285714285715,0.13936473540089225,0.13333342037368018,0.3970037849879814,0.42528749795523424,0.04841188807751197,0.12929682897927253,3.445099456879874
79,0.0,222.92163644085454,15.857142857142858,7.598750467961431,36.714285714285715,0.10752579918181411,0.02434801620714066,0.05596711383224765,0.15787570319603317,0.3555211969809492,0.40360328846728555,3.3456590721146053
80,-1.0,169.70254613605985,20.285714285714285,4.255384986555516,47.42857142857143,0.24232426874210963,0.054685091666722356,0.26779941679328334,0.0791843871866752,0.17589457597470498,0.18964783957465783,4.049844956821211
81,0.5,106.35460246797398,14.285714285714286,4.9692850523245,28.142857142857142,0.06816479747579632,0.05309390278023195,0.4067591899109404,0.044928624139328584,0.1873674389636273,0.1706672233135079,2.2789322691741924
82,0.0,115.70020647851587,21.857142857142858,3.013459227221431,39.714285714285715,0.11256424725174,0.03378279791227681,0.5957443737661939,0.22019958509587484,0.08586593950525866,0.0015693223073930255,2.4284335482681376
83,-0.5,172.36019169158178,26.714285714285715,3.906331358391928,54.285714285714285,0.20441405824296596,0.055399987288764656,0.0029868316942358144,0.09637398382335549,0.4251517478125667,0.2358106627791488,3.190216665538894
84,1.5,129.4333666796255,26.857142857142858,3.4456518366434827,58.42857142857143,0.1414696506546009,0.009513640810557073,0.01657702013746596,0.45192758943825395,0.3061092696617256,0.1473944741927524,2.8222387270058706
85,0.0,108.37850946095674,16.428571428571427,4.721617110398804,30.571428571428573,0.10923613381441162,0.028145444386278445,0.5182488169047001,0.21416269022910833,0.05118805865117991,0.20201292685894753,1.8540435589782125
86,-0.5,164.16485717863796,16.285714285714285,5.659536163280119,45.57142857142857,0.18598553882359034,0.038106390101127714,0.03194551950429397,0.3276854659981689,0.06041929832505355,0.1727364673367475,3.3416422373963854
87,-0.5,194.44472981451983,24.857142857142858,4.8762846894779415,52.142857142857146,0.11440779674390285,0.02200921790282554,0.5171191421502214,0.32449964721378866,0.051937889581361675,0.09586017468213122,2.481977517369672
88,-0.5,197.7869986582189,28.571428571428573,4.5805193113442915,69.14285714285714,0.0994077717769673,0.0610762410828033,0.11694168295711235,0.01198111656337603,0.5651793252112476,0.18076563900367026,3.971033488060016
89,-0.5,191.68518937397045,26.285714285714285,4.481714383022915,64.28571428571429,0.08543839010916131,0.048531405806697916,0.22891039514537204,0.17416655168603426,0.29090897809648925,0.23445458923075543,4.113454008041266
90,-0.5,164.11229926595016,23.571428571428573,4.430478789387868,51.42857142857143,0.20473609292178938,0.08181412053287904,0.1170540345126264,0.08140238949834105,0.14156739925016198,0.11930376490449264,3.1791896042053285
91,1.5,136.91030008882996,30.714285714285715,2.767439806663204,62.285714285714285,0.09996674095643744,0.008546842921780642,0.026434022962216065,0.5031935158878815,0.02062317077947056,0.09234217577249043,3.198077565095527
92,-1.5,97.73644544181282,16.571428571428573,3.4327004778639774,26.714285714285715,0.11674653449762461,0.0567536199804698,0.03812071436232786,0.46466049352266203,0.2641534695371579,0.11460531360168173,1.8047461434450764
93,-1.5,107.9504089416007,26.714285714285715,2.7316775460464275,50.42857142857143,0.14709717971555666,0.1434755035857105,0.5356265070247171,0.22561693421596676,0.10155604286075666,0.12239266957038533,3.8511494986533266
94,0.0,219.80726823274216,26.428571428571427,5.494390218679838,72.0,0.13020862830085334,0.06281737766501887,0.07919391979076955,0.07424021593274396,0.04661573183090762,0.5403161996898562,1.3827884547201215
95,-1.5,170.4602815551944,21.0,5.45849408730156,47.0,0.047389112534256664,0.05318331911140775,0.16561036378933544,0.12088282653061773,0.11001024161802049,0.5195947924866751,3.554374949634722
96,1.5,247.43491493497237,15.857142857142858,10.613369333948825,38.714285714285715,0.22122603816071781,0.020778558183743266,0.4039310110168224,0.2017118290302269,0.26093219430301556,0.026521107872509834,4.00651667853271
97,1.5,189.42589895886977,39.142857142857146,3.2413842287524393,91.28571428571429,0.12265435794434716,0.04106847529951326,0.23888100264149711,0.2512821079219106,0.10739768475159217,0.11580914466875425,2.5162515924758866
98,1.5,235.1769087901874,19.0,7.707958883345235,45.42857142857143,0.1305080290440155,0.20546335815178482,0.06308652162760216,0.3744000729493051,0.07197321716520098,0.18545784208334046,3.709601632085934
99,-1.5,189.610622923758,19.571428571428573,5.3468582318718845,47.0,0.18656960037835815,0.02648150697017374,0.1707842473490529,0.3634950929946042,0.04560358739780819,0.17258614882047885,3.7866390805804335
100,-1.0,119.84439361172575,21.0,4.232948372396931,38.0,0.06300408531026756,0.07289810773373717,0.19379792115173547,0.18928053391434946,0.4109792712799919,0.0761956672670232,1.6637869186464935
101,0.5,254.64660607685406,41.714285714285715,3.803918128622771,91.85714285714286,0.09952933287067318,0.047733816311579025,0.29237581074107505,0.13344445748113234,0.4112153975143795,0.08162924190159755,4.507151375190878
102,1.0,139.95216960668773,23.428571428571427,3.377552529995387,45.0,0.13608138319127475,0.09696206095695808,0.35287202253857497,0.2919521419181858,0.1780717986350619,0.06116274374468427,3.2409024852857544
103,-1.5,155.45045202435662,26.571428571428573,3.088670714347358,46.857142857142854,0.09264753566174025,0.12112709537568847,0.004782687319820694,0.1963347047235728,0.09540122713251764,0.6889325147280434,3.5241534387301874
104,0.0,207.67249813061972,41.42857142857143,2.782649158472787,94.57142857142857,0.11280071898586852,0.06694722554103963,0.25492375475680384,0.3033775755992176,0.18966493025919884,0.009804801844493026,3.5575601116493463
105,0.5,179.6424422298114,30.0,3.68969982895236,76.71428571428571,0.11900820410479389,0.0760701904227541,0.03491073910893061,0.18427300475320846,0.34792424083944395,0.16783598655291201,2.6844919705886863
106,-1.0,247.86767368231895,24.142857142857142,5.029403039905713,52.42857142857143,0.08546371914603075,0.06378855885197908,0.11215070376707928,0.3174942095337328,0.06442029989733555,0.26638495983082405,2.778064433955051
107,0.0,224.92179064799126,50.285714285714285,2.572813445038175,104.42857142857143,0.07623879903042671,0.05189359419593693,0.36613704260798435,0.056782231839129574,0.020990901611449758,0.11807910719347725,4.416376239586372
108,-1.5,216.2655500762897,33.857142857142854,2.5544030344012207,76.14285714285714,0.09028485083495569,0.04628359490620375,0.18674223927440936,0.2984270594773871,0.284393220648444,0.039676096960955545,3.91518247244851
109,0.5,219.036103828006,23.285714285714285,5.543975916081027,57.57142857142857,0.14419910927631752,0.03675826913322713,0.30918896540770896,0.08243055875486145,0.10210605289378329,0.2408454639151789,3.538446009886593
110,-1.5,185.99213762556238,25.142857142857142,5.959835230399311,68.71428571428571,0.12685519279400356,0.08320311854969864,0.19030361886342803,0.3824974806920364,0.3504897071648546,0.049788095465787406,1.8531224441793663
111,0.5,264.3318666369041,24.714285714285715,8.002671309458616,66.57142857142857,0.07877951463179687,0.15087924234100525,0.34722972176934275,0.07109653541081648,0.29922343435230325,0.057599796948759566,3.1680112244273504
112,-0.5,206.899098435358,42.142857142857146,2.633008187739209,110.71428571428571,0.10967265438132473,0.05068135098361063,0.10939370876847085,0.20405819808671652,0.01081670579856655,0.30421191057941166,2.1363694814486918
113,-0.5,228.22644936142936,41.142857142857146,3.2394946918281216,83.0,0.08058574158432914,0.0472813548909861,0.3750665617962259,0.3060133516808346,0.029216172414832816,0.23566468443112035,3.977812752792521
114,0.0,177.6282086120259,16.142857142857142,7.247105801702688,41.57142857142857,0.12124301777412808,0.02483456051478558,0.3354855701480338,0.031976348064221685,0.5156432735470047,0.014860261616345448,3.385129927529105
115,-1.0,167.0904176434742,22.571428571428573,4.4212650805905165,47.42857142857143,0.09230918274651535,0.019811957634299784,0.037270466250797774,0.2563175467633384,0.16494567012432224,0.2229027318006597,3.3694161172171833
116,1.5,121.70760342186699,20.714285714285715,3.5105317794647135,38.142857142857146,0.017112637364453172,0.07612176770488108,0.20498945153807555,0.2392526044503606,0.07821252840455975,0.09347037190278043,1.312032557683088
117,1.5,190.62207026744883,20.714285714285715,6.099375249213133,40.42857142857143,0.2174032438863695,0.07889299320013987,0.4897777956406075,0.04664630053928718,0.04632434889943958,0.13015778373806972,3.3424737696036924
118,-1.5,205.50435430211616,25.857142857142858,4.583452258228862,60.857142857142854,0.142879620322685,0.11630987145843626,0.04836084422375787,0.10589496057927349,0.4355874452913489,0.19799285218097934,2.6767265799436615
119,1.5,310.88322008986563,24.285714285714285,8.05662459550476,69.0,0.1209219276221701,0.06548019953131928,0.08769272655676859,0.3472012417748836,0.2165502733002534,0.14990343159244482,4.022369519425345
120,0.5,185.59801859878334,20.571428571428573,4.764503107340902,53.857142857142854,0.07556285747103879,0.05982697033585157,0.03573237374122586,0.23106290243062302,0.5595229413846471,0.05205008993531834,3.1026291124033505
121,-1.0,195.80500669661814,25.285714285714285,3.8909961345418975,60.857142857142854,0.12195491357142858,0.07000378771759024,0.17841931420766538,0.2911003193005036,0.38845566222611905,0.050156967148884145,3.0800487741913147
122,-0.5,136.62800970216648,28.428571428571427,2.843987750698201,65.57142857142857,0.11080925227511097,0.06663899529201375,0.18346134007393494,0.011673554371661168,0.07238739737734214,0.3819000840392023,2.367815773759564
123,-1.0,134.53622060027374,17.714285714285715,4.790421812330474,34.0,0.05841075355988142,0.05060921854410626,0.19549234465767998,0.07319655693291316,0.33533262795714963,0.284606449845424,2.372609962447852
124,1.0,173.80229262607887,34.285714285714285,3.4026959899956313,68.42857142857143,0.15031004594598685,0.11579859307659422,0.05301291180751289,0.3316474011080206,0.1463423990399559,0.07191834113240245,3.328056810607977
125,-1.0,180.65400990052896,29.714285714285715,3.990296186864009,56.714285714285715,0.08379684897481729,0.04000796030456713,0.16596650173683197,0.19068378325967816,0.5481056212424571,0.030937978932587977,3.3078799308542224
126,1.5,211.21568341560263,19.571428571428573,6.414236568690173,44.42857142857143,0.144369649721711,0.04736476256775044,0.1323548725244072,0.0065151836246328376,0.5364499901048533,0.12077728093109574,3.928447317103636
127,1.5,136.2615249663135,18.428571428571427,4.241758756769053,47.57142857142857,0.0669991937583996,0.08576082601351859,0.2586447203285373,0.0832441826612088,0.14717489824717742,0.456482428179501,3.129645295247116
128,0.5,129.3670287480075,31.857142857142858,2.267146741207697,57.857142857142854,0.09608960939353131,0.032818651313275285,0.2725607764824513,0.1507767576855387,0.15221110504670798,0.2559891414701425,3.7291171980087077
129,-1.0,112.18723092419573,23.428571428571427,2.8400029119663897,45.57142857142857,0.14826931747988034,0.08460702323603335,0.06447645937717558,0.2521122672582386,0.12925704759521145,0.22921158016512114,1.9443017716357727
130,-1.5,132.84199213283756,6.285714285714286,10.138103023123954,15.857142857142858,0.04796304836291763,0.021601600272753475,0.07017823545960067,0.0,0.060067642242883655,0.4854020853695327,3.0701439677013207
131,-1.5,287.73799500979896,26.142857142857142,6.904553179070769,70.42857142857143,0.1315002964424397,0.11101774280693844,0.08295454387041373,0.03627631213748467,0.5137052685579286,0.12878991173667634,4.12658192352074
132,-1.0,118.88388361644118,23.428571428571427,3.0679633768045425,49.42857142857143,0.04635993788471751,0.038781912573644634,0.20284037011959677,0.2189338545797033,0.15402049034569493,0.03047462503537743,1.850054730487264
133,-0.5,222.45713023864087,37.142857142857146,3.441470331995564,79.85714285714286,0.16038166756945632,0.18044541664439065,0.041688479586910736,0.23617201643825353,0.4194308670456974,0.13210054401486823,4.559290756754796
134,1.5,122.51854366203689,20.142857142857142,4.400555737268984,37.857142857142854,0.06983479921676339,0.02455824295512057,0.3050301478754131,0.2241854660327385,0.2977058064551303,0.14998852188668774,2.2276237822580596
135,0.5,166.15363712715438,32.57142857142857,2.994127919004362,69.28571428571429,0.09457469888292028,0.09662175969373303,0.44222774531225056,0.39620809767666854,0.052686962378605616,0.05971247657429225,2.8375053802184813
136,-1.5,194.16272208411195,21.571428571428573,6.068340579024915,45.42857142857143,0.1386509581665853,0.060971695029717235,0.10175069271356907,0.5447939721863477,0.1872719085439293,0.08268741927565491,3.003332856440784
137,1.5,158.1631331872898,21.857142857142858,4.254254968288628,53.142857142857146,0.11414827496900541,0.07010357366459898,0.13584692503688042,0.3275172086362674,0.30312288714435576,0.07925301199880802,3.1077141865310645
